"|","|__startDate","|__endDate","|__rate","stockName"
"1","11/12/2015","12/21/2015","0.7241379310344827","4195 基米"
"2","11/17/2015","12/21/2015","0.7154105736782901",""
"3","11/16/2015","12/21/2015","0.7134831460674157",""
"last1","12/21/2015","11/3/2016","-0.4544262295081967",""
"last2","12/31/2015","11/3/2016","-0.45100626855823156",""
"last3","12/18/2015","11/3/2016","-0.4473596811690468",""
"1","11/6/2015","12/25/2015","0.31950718685831625","4197 暐世"
"2","11/6/2015","12/31/2015","0.2833675564681724",""
"3","11/6/2015","12/30/2015","0.27885010266940446",""
"last1","12/25/2015","10/4/2016","-0.5639589169000935",""
"last2","12/25/2015","10/5/2016","-0.5639589169000935",""
"last3","12/25/2015","10/3/2016","-0.5627139744786803",""
"1","11/12/2015","11/26/2015","0.18309859154929578","4198 環瑞醫"
"2","11/13/2015","11/26/2015","0.1781206171107995",""
"3","11/12/2015","11/25/2015","0.1774647887323943",""
"last1","11/26/2015","11/4/2016","-0.6619047619047619",""
"last2","11/25/2015","11/4/2016","-0.6602870813397129",""
"last3","11/23/2015","11/4/2016","-0.6578313253012048",""
"1","11/6/2015","11/1/2016","0.23655913978494614","4205 中華食"
"2","11/6/2015","11/4/2016","0.22311827956989239",""
"3","11/6/2015","11/3/2016","0.22311827956989239",""
"last1","7/13/2016","7/25/2016","-0.06000000000000006",""
"last2","7/13/2016","7/28/2016","-0.05777777777777781",""
"last3","7/12/2016","7/25/2016","-0.056856187290969994",""
"1","1/7/2016","9/20/2016","0.4857142857142857","4207 環泰"
"2","1/7/2016","9/22/2016","0.4742857142857143",""
"3","12/16/2015","9/20/2016","0.4705882352941177",""
"last1","11/18/2015","1/7/2016","-0.15048543689320396",""
"last2","11/18/2015","12/16/2015","-0.14174757281553405",""
"last3","11/18/2015","12/15/2015","-0.14077669902912632",""
"1","12/15/2015","7/22/2016","0.21138211382113817","4303 信立"
"2","12/15/2015","8/8/2016","0.19512195121951206",""
"3","12/21/2015","7/22/2016","0.19200000000000003",""
"last1","7/22/2016","8/17/2016","-0.13758389261744972",""
"last2","8/8/2016","8/17/2016","-0.1258503401360544",""
"last3","7/22/2016","8/18/2016","-0.12080536912751683",""
"1","5/5/2016","6/30/2016","0.788679245283019","4304 勝昱"
"2","5/5/2016","10/11/2016","0.750943396226415",""
"3","5/5/2016","10/4/2016","0.7358490566037735",""
"last1","12/4/2015","5/5/2016","-0.6332179930795847",""
"last2","12/28/2015","5/5/2016","-0.6293706293706294",""
"last3","12/29/2015","5/5/2016","-0.6293706293706294",""
"1","1/7/2016","8/2/2016","0.22265624999999997","4305 世坤"
"2","1/7/2016","8/1/2016","0.21093749999999994",""
"3","1/7/2016","6/30/2016","0.21093749999999994",""
"last1","8/2/2016","8/4/2016","-0.09744408945686903",""
"last2","8/2/2016","8/9/2016","-0.09265175718849847",""
"last3","6/30/2016","8/4/2016","-0.08870967741935484",""
"1","1/22/2016","6/23/2016","0.200854700854701","4306 炎洲"
"2","1/21/2016","6/23/2016","0.200854700854701",""
"3","1/20/2016","6/23/2016","0.200854700854701",""
"last1","11/17/2015","11/30/2015","-0.19310344827586212",""
"last2","11/17/2015","12/15/2015","-0.19310344827586212",""
"last3","11/17/2015","1/14/2016","-0.19310344827586212",""
"1","5/12/2016","8/22/2016","0.33838383838383834","4401 東隆興"
"2","4/20/2016","8/22/2016","0.3366960907944515",""
"3","4/21/2016","8/22/2016","0.3350125944584382",""
"last1","8/22/2016","11/3/2016","-0.2169811320754717",""
"last2","8/23/2016","11/3/2016","-0.2132701421800948",""
"last3","8/22/2016","11/2/2016","-0.2047169811320755",""
"1","4/7/2016","9/26/2016","0.5466666666666666","4402 福大"
"2","4/8/2016","9/26/2016","0.5384615384615384",""
"3","4/7/2016","11/4/2016","0.52",""
"last1","11/13/2015","4/7/2016","-0.3832236842105263",""
"last2","11/16/2015","4/7/2016","-0.3801652892561983",""
"last3","11/13/2015","4/8/2016","-0.3799342105263158",""
"1","1/7/2016","3/2/2016","0.2450980392156863","4406 新昕纖"
"2","1/28/2016","3/2/2016","0.23300970873786392",""
"3","1/30/2016","3/2/2016","0.22115384615384603",""
"last1","3/2/2016","11/3/2016","-0.21653543307086615",""
"last2","3/2/2016","11/1/2016","-0.2047244094488189",""
"last3","3/2/2016","11/4/2016","-0.1968503937007874",""
"1","11/2/2016","11/3/2016","0","4413 飛寶"
"2","11/1/2016","11/3/2016","0",""
"3","10/31/2016","11/3/2016","0",""
"last1","11/6/2015","11/4/2016","-0.3078947368421052",""
"last2","11/9/2015","11/4/2016","-0.3078947368421052",""
"last3","11/10/2015","11/4/2016","-0.3078947368421052",""
"1","1/29/2016","3/9/2016","0.608955223880597","4414 如興"
"2","1/29/2016","3/11/2016","0.5910447761194029",""
"3","1/29/2016","3/10/2016","0.5910447761194029",""
"last1","3/9/2016","11/4/2016","-0.3283858998144712",""
"last2","3/9/2016","10/18/2016","-0.326530612244898",""
"last3","3/9/2016","10/20/2016","-0.32096474953617804",""
"1","5/6/2016","11/4/2016","null","4415 台原藥"
"2","5/5/2016","11/4/2016","null",""
"3","5/4/2016","11/4/2016","null",""
"last1","11/6/2015","4/8/2016","-1",""
"last2","11/9/2015","4/8/2016","-1",""
"last3","11/10/2015","4/8/2016","-1",""
"1","3/24/2016","5/9/2016","0.12390488110137661","4416 三圓"
"2","3/24/2016","5/6/2016","0.12390488110137661",""
"3","3/24/2016","4/13/2016","0.12265331664580721",""
"last1","12/1/2015","10/3/2016","-0.2010638297872341",""
"last2","12/1/2015","10/19/2016","-0.2010638297872341",""
"last3","12/1/2015","10/20/2016","-0.2010638297872341",""
"1","5/9/2016","8/9/2016","0.32318104906937395","4417 金洲"
"2","5/6/2016","8/9/2016","0.32318104906937395",""
"3","5/10/2016","8/9/2016","0.32094594594594594",""
"last1","11/6/2015","5/6/2016","-0.2792682926829268",""
"last2","11/6/2015","5/9/2016","-0.2792682926829268",""
"last3","11/6/2015","5/4/2016","-0.27804878048780485",""
"1","6/20/2016","7/1/2016","0.36476426799007433","4419 松懋"
"2","6/17/2016","7/1/2016","0.36476426799007433",""
"3","6/16/2016","7/1/2016","0.36476426799007433",""
"last1","11/16/2015","9/5/2016","-0.511002444987775",""
"last2","11/16/2015","9/6/2016","-0.511002444987775",""
"last3","11/16/2015","6/16/2016","-0.5073349633251834",""
"1","1/27/2016","4/18/2016","0.6325878594249201","4420 光明"
"2","1/27/2016","4/14/2016","0.6166134185303515",""
"3","1/27/2016","4/19/2016","0.6102236421725239",""
"last1","11/10/2015","11/3/2016","-0.5577249575551781",""
"last2","11/10/2015","11/4/2016","-0.5526315789473684",""
"last3","11/6/2015","11/3/2016","-0.5508620689655173",""
"1","5/12/2016","8/19/2016","0.5900900900900901","4426 利勤"
"2","5/12/2016","8/18/2016","0.5720720720720721",""
"3","5/12/2016","8/11/2016","0.536036036036036",""
"last1","11/6/2015","11/4/2016","-0.505800464037123",""
"last2","11/9/2015","11/4/2016","-0.505800464037123",""
"last3","11/6/2015","11/3/2016","-0.5034802784222738",""
"1","6/28/2016","7/22/2016","0.36973180076628365","4427 展頌"
"2","6/28/2016","8/11/2016","0.3524904214559387",""
"3","6/28/2016","9/14/2016","0.3486590038314177",""
"last1","12/3/2015","6/28/2016","-0.2897959183673469",""
"last2","11/6/2015","6/28/2016","-0.28493150684931506",""
"last3","11/13/2015","6/28/2016","-0.28395061728395066",""
"1","11/9/2015","12/8/2015","0.14864864864864868","4429 聚紡"
"2","11/6/2015","12/8/2015","0.14093959731543618",""
"3","11/9/2015","3/24/2016","0.11936936936936947",""
"last1","12/8/2015","8/22/2016","-0.1352941176470588",""
"last2","12/8/2015","8/26/2016","-0.1313725490196079",""
"last3","12/8/2015","8/17/2016","-0.1294117647058824",""
"1","1/26/2016","3/21/2016","0.13167938931297707","4430 耀億"
"2","1/12/2016","3/21/2016","0.13167938931297707",""
"3","1/7/2016","3/21/2016","0.13167938931297707",""
"last1","3/21/2016","11/4/2016","-0.19392917369308602",""
"last2","3/21/2016","10/24/2016","-0.19055649241146708",""
"last3","3/22/2016","11/4/2016","-0.18983050847457633",""
"1","11/16/2015","4/11/2016","0.5498154981549814","4431 敏成"
"2","11/17/2015","4/11/2016","0.5328467153284673",""
"3","11/13/2015","4/11/2016","0.5272727272727272",""
"last1","4/11/2016","10/18/2016","-0.225952380952381",""
"last2","4/11/2016","10/20/2016","-0.22166666666666673",""
"last3","4/11/2016","9/19/2016","-0.22142857142857136",""
"1","1/14/2016","3/16/2016","0.400309119010819","4432 銘旺實"
"2","1/14/2016","3/14/2016","0.3941267387944358",""
"3","1/14/2016","3/18/2016","0.3863987635239567",""
"last1","3/16/2016","11/4/2016","-0.38741721854304634",""
"last2","3/16/2016","11/3/2016","-0.3852097130242825",""
"last3","3/14/2016","11/4/2016","-0.38470066518847007",""
"1","1/15/2016","4/15/2016","0.13592233009708748","4433 興采"
"2","1/15/2016","4/14/2016","0.13592233009708748",""
"3","1/15/2016","4/19/2016","0.13268608414239488",""
"last1","11/12/2015","11/3/2016","-0.371900826446281",""
"last2","11/12/2015","11/4/2016","-0.371900826446281",""
"last3","11/6/2015","11/3/2016","-0.35903614457831323",""
"1","1/21/2016","3/4/2016","0.10554245283018862","4438 廣越"
"2","1/20/2016","3/4/2016","0.10299524486494431",""
"3","1/22/2016","3/4/2016","0.10294117647058823",""
"last1","11/6/2015","11/4/2016","-0.3869181007145575",""
"last2","11/9/2015","11/4/2016","-0.3850720949957592",""
"last3","11/6/2015","11/3/2016","-0.37846179865544793",""
"1","11/20/2015","5/25/2016","5.636363636363635","4502 健信"
"2","11/19/2015","5/25/2016","5.636363636363635",""
"3","11/18/2015","5/25/2016","5.636363636363635",""
"last1","5/25/2016","7/28/2016","-0.336472602739726",""
"last2","5/25/2016","7/29/2016","-0.3150684931506849",""
"last3","5/31/2016","7/28/2016","-0.3080357142857143",""
"1","1/21/2016","9/29/2016","1.1818181818181817","4503 金雨"
"2","1/20/2016","9/29/2016","1.1818181818181817",""
"3","1/18/2016","9/29/2016","1.1728395061728394",""
"last1","3/17/2016","8/12/2016","-0.1651090342679128",""
"last2","3/14/2016","8/12/2016","-0.16249999999999998",""
"last3","9/29/2016","10/27/2016","-0.15909090909090906",""
"1","1/15/2016","9/7/2016","0.7834821428571431","4506 崇友"
"2","1/14/2016","9/7/2016","0.7834821428571431",""
"3","1/15/2016","9/9/2016","0.78125",""
"last1","11/6/2015","1/14/2016","-0.308641975308642",""
"last2","11/6/2015","1/15/2016","-0.308641975308642",""
"last3","11/6/2015","1/12/2016","-0.3055555555555555",""
"1","1/26/2016","4/8/2016","0.43928571428571417","4510 高鋒"
"2","1/22/2016","4/8/2016","0.43928571428571417",""
"3","1/21/2016","4/8/2016","0.4341637010676155",""
"last1","4/8/2016","5/16/2016","-0.2282878411910669",""
"last2","4/8/2016","5/12/2016","-0.22084367245657566",""
"last3","4/8/2016","5/20/2016","-0.22084367245657566",""
"1","6/30/2016","8/30/2016","0.14617940199335552","4513 福裕"
"2","6/30/2016","8/29/2016","0.14064230343300127",""
"3","7/26/2016","8/30/2016","0.13986784140969158",""
"last1","11/6/2015","6/30/2016","-0.19013452914798215",""
"last2","3/22/2016","6/30/2016","-0.19013452914798215",""
"last3","3/25/2016","6/30/2016","-0.18648648648648652",""
"1","1/22/2016","4/6/2016","0.7435897435897436","4523 永彰"
"2","1/21/2016","4/6/2016","0.7435897435897436",""
"3","1/20/2016","4/6/2016","0.7324840764331211",""
"last1","4/6/2016","11/3/2016","-0.3235294117647059",""
"last2","4/6/2016","10/17/2016","-0.31985294117647056",""
"last3","4/6/2016","11/4/2016","-0.31985294117647056",""
"1","12/18/2015","3/17/2016","0.19675925925925924","4526 東台"
"2","12/15/2015","3/17/2016","0.1939953810623558",""
"3","1/15/2016","3/17/2016","0.18850574712643683",""
"last1","3/17/2016","11/4/2016","-0.1528046421663444",""
"last2","3/17/2016","11/3/2016","-0.1508704061895552",""
"last3","3/17/2016","11/2/2016","-0.148936170212766",""
"1","12/14/2015","10/11/2016","0.2410714285714287","4527 方土霖"
"2","12/11/2015","10/11/2016","0.23555555555555557",""
"3","12/10/2015","10/11/2016","0.23555555555555557",""
"last1","6/2/2016","7/13/2016","-0.11636363636363634",""
"last2","6/2/2016","7/12/2016","-0.11454545454545449",""
"last3","6/2/2016","6/27/2016","-0.11272727272727277",""
"1","5/20/2016","6/4/2016","0.18478260869565216","4528 江興鍛"
"2","5/17/2016","6/4/2016","0.18478260869565216",""
"3","5/16/2016","6/4/2016","0.18221258134490234",""
"last1","11/6/2015","11/4/2016","-0.44632768361581915",""
"last2","11/6/2015","11/2/2016","-0.4413841807909605",""
"last3","11/6/2015","11/3/2016","-0.4413841807909605",""
"1","1/21/2016","3/21/2016","0.48351648351648346","4529 昶洧"
"2","2/15/2016","3/21/2016","0.481191222570533",""
"3","1/21/2016","3/28/2016","0.4788069073783359",""
"last1","11/9/2015","1/21/2016","-0.4912140575079872",""
"last2","11/9/2015","2/15/2016","-0.49041533546325883",""
"last3","11/9/2015","1/15/2016","-0.48881789137380194",""
"1","6/27/2016","7/21/2016","0.3457142857142857","4530 宏易"
"2","6/17/2016","7/21/2016","0.3457142857142857",""
"3","6/16/2016","7/21/2016","0.3457142857142857",""
"last1","12/16/2015","9/2/2016","-0.3647058823529411",""
"last2","12/16/2015","9/5/2016","-0.3647058823529411",""
"last3","12/16/2015","9/6/2016","-0.3647058823529411",""
"1","11/16/2015","9/21/2016","0.7123595505617978","4532 瑞智"
"2","11/13/2015","9/21/2016","0.7123595505617978",""
"3","11/16/2015","9/30/2016","0.7078651685393258",""
"last1","3/21/2016","5/9/2016","-0.14492753623188406",""
"last2","3/21/2016","5/5/2016","-0.14311594202898562",""
"last3","3/21/2016","5/6/2016","-0.14311594202898562",""
"1","12/18/2015","3/22/2016","0.5286343612334804","4533 協易機"
"2","12/15/2015","3/22/2016","0.5286343612334804",""
"3","12/16/2015","3/22/2016","0.5219298245614036",""
"last1","3/22/2016","5/13/2016","-0.2910662824207493",""
"last2","3/22/2016","5/16/2016","-0.2881844380403459",""
"last3","4/8/2016","5/13/2016","-0.2869565217391304",""
"1","1/14/2016","8/2/2016","3.4994944388270977","4534 慶騰"
"2","1/11/2016","8/2/2016","3.4994944388270977",""
"3","1/28/2016","8/2/2016","3.494949494949495",""
"last1","8/2/2016","10/11/2016","-0.3561797752808989",""
"last2","8/2/2016","10/4/2016","-0.34831460674157305",""
"last3","7/26/2016","10/11/2016","-0.3413793103448276",""
"1","7/13/2016","10/5/2016","0.20676202860858245","4535 至興"
"2","7/6/2016","10/5/2016","0.20676202860858245",""
"3","7/7/2016","10/5/2016","0.20519480519480515",""
"last1","11/9/2015","7/6/2016","-0.19137749737118812",""
"last2","11/9/2015","7/13/2016","-0.19137749737118812",""
"last3","4/8/2016","7/6/2016","-0.19052631578947363",""
"1","1/26/2016","3/15/2016","0.23076923076923078","4536 拓凱"
"2","1/22/2016","3/15/2016","0.23076923076923078",""
"3","1/27/2016","3/15/2016","0.22488038277511962",""
"last1","3/15/2016","11/4/2016","-0.24453124999999998",""
"last2","3/15/2016","11/3/2016","-0.24062499999999998",""
"last3","11/6/2015","11/4/2016","-0.23557312252964424",""
"1","11/6/2015","12/2/2015","0.659016393442623","4537 旭東"
"2","11/6/2015","12/3/2015","0.6467213114754099",""
"3","11/6/2015","12/1/2015","0.6295081967213115",""
"last1","12/2/2015","10/7/2016","-0.38142292490118573",""
"last2","12/2/2015","10/11/2016","-0.38142292490118573",""
"last3","12/2/2015","10/12/2016","-0.38142292490118573",""
"1","3/23/2016","10/25/2016","0.40478026214340773","4538 大詠城"
"2","3/22/2016","10/25/2016","0.40478026214340773",""
"3","3/21/2016","10/25/2016","0.40478026214340773",""
"last1","4/20/2016","5/13/2016","-0.13875000000000004",""
"last2","4/20/2016","5/16/2016","-0.13875000000000004",""
"last3","4/20/2016","5/17/2016","-0.13875000000000004",""
"1","8/26/2016","9/2/2016","0.21839080459770122","4540 全球"
"2","8/22/2016","9/2/2016","0.21142857142857138",""
"3","8/26/2016","8/30/2016","0.20977011494252887",""
"last1","12/3/2015","8/26/2016","-0.3875395987328406",""
"last2","12/3/2015","8/22/2016","-0.3840197113692362",""
"last3","12/3/2015","8/25/2016","-0.38261175642379447",""
"1","1/14/2016","4/19/2016","0.3760831889081456","4541 晟田"
"2","1/15/2016","4/19/2016","0.3737024221453289",""
"3","1/13/2016","4/19/2016","0.3549488054607509",""
"last1","4/19/2016","11/3/2016","-0.3073047858942066",""
"last2","4/19/2016","11/4/2016","-0.2997481108312343",""
"last3","4/21/2016","11/3/2016","-0.2948717948717949",""
"1","5/19/2016","5/25/2016","0.1875","4542 科嶠"
"2","5/18/2016","5/25/2016","0.1875",""
"3","5/17/2016","5/25/2016","0.1875",""
"last1","11/19/2015","8/8/2016","-0.29545454545454547",""
"last2","11/19/2015","8/9/2016","-0.29545454545454547",""
"last3","11/19/2015","9/20/2016","-0.29545454545454547",""
"1","4/6/2016","4/21/2016","0.21582733812949628","4543 萬在"
"2","3/14/2016","3/15/2016","0.21217105263157904",""
"3","4/6/2016","4/18/2016","0.20503597122302156",""
"last1","11/26/2015","10/31/2016","-0.5155555555555555",""
"last2","11/26/2015","11/1/2016","-0.5155555555555555",""
"last3","11/26/2015","10/26/2016","-0.5133333333333334",""
"1","3/8/2016","4/13/2016","0.26402493321460374","4544 春日"
"2","2/24/2016","4/13/2016","0.26402493321460374",""
"3","2/18/2016","4/13/2016","0.26402493321460374",""
"last1","4/11/2016","11/2/2016","-0.2039450510743219",""
"last2","4/12/2016","11/2/2016","-0.2039450510743219",""
"last3","4/13/2016","11/2/2016","-0.2039450510743219",""
"1","8/15/2016","10/6/2016","0.30126002290950743","4545 銘鈺"
"2","8/15/2016","10/5/2016","0.30126002290950743",""
"3","1/15/2016","3/16/2016","0.2921348314606741",""
"last1","12/9/2015","8/15/2016","-0.6628562601374836",""
"last2","12/10/2015","8/15/2016","-0.6602848470698108",""
"last3","12/9/2015","8/19/2016","-0.6601529311809685",""
"1","11/18/2015","8/3/2016","4.137950293214186","4546 長亨"
"2","11/19/2015","8/3/2016","4.110833333333334",""
"3","11/17/2015","8/3/2016","4.110833333333334",""
"last1","8/3/2016","11/3/2016","-0.21800097831403886",""
"last2","8/3/2016","10/14/2016","-0.2174031197347682",""
"last3","8/3/2016","11/2/2016","-0.21734876895483454",""
"1","1/15/2016","8/29/2016","0.6833333333333333","4549 桓達"
"2","1/15/2016","8/25/2016","0.6633333333333333",""
"3","2/3/2016","8/29/2016","0.6557377049180327",""
"last1","11/26/2015","1/15/2016","-0.27797833935018046",""
"last2","11/24/2015","1/15/2016","-0.27710843373493976",""
"last3","11/23/2015","1/15/2016","-0.2727272727272727",""
"1","1/7/2016","9/9/2016","0.45027624309392256","4550 長佳"
"2","1/8/2016","9/9/2016","0.44230769230769235",""
"3","1/7/2016","9/8/2016","0.4392265193370165",""
"last1","11/27/2015","1/7/2016","-0.2520661157024793",""
"last2","11/27/2015","1/8/2016","-0.24793388429752067",""
"last3","11/24/2015","1/7/2016","-0.24583333333333326",""
"1","1/20/2016","10/7/2016","1.4803149606299213","4551 智伸科"
"2","1/20/2016","10/6/2016","1.4803149606299213",""
"3","11/9/2015","10/7/2016","1.4725274725274724",""
"last1","11/20/2015","1/20/2016","-0.1962025316455696",""
"last2","10/6/2016","11/3/2016","-0.19047619047619047",""
"last3","10/7/2016","11/3/2016","-0.19047619047619047",""
"1","7/19/2016","11/4/2016","null","4552 力達-KY"
"2","7/18/2016","11/4/2016","null",""
"3","7/15/2016","11/4/2016","null",""
"last1","8/18/2016","10/17/2016","-0.25",""
"last2","8/18/2016","10/18/2016","-0.2391304347826087",""
"last3","8/18/2016","11/2/2016","-0.2391304347826087",""
"1","1/12/2016","3/29/2016","0.18536726431463285","4553 盛復"
"2","1/12/2016","4/1/2016","0.18102949681897065",""
"3","1/12/2016","3/30/2016","0.17842683632157322",""
"last1","11/30/2015","1/12/2016","-0.18997423284141485",""
"last2","11/30/2015","1/15/2016","-0.18482080112438512",""
"last3","12/1/2015","1/12/2016","-0.18443396226415096",""
"1","1/29/2016","8/8/2016","0.5877192982456141","4554 橙的"
"2","1/28/2016","8/8/2016","0.5877192982456141",""
"3","1/27/2016","8/8/2016","0.5877192982456141",""
"last1","8/8/2016","11/4/2016","-0.44751381215469616",""
"last2","8/18/2016","11/4/2016","-0.44320712694877507",""
"last3","8/8/2016","11/3/2016","-0.4298342541436464",""
"1","1/14/2016","3/10/2016","0.14932126696832587","4555 氣立"
"2","1/14/2016","3/14/2016","0.14630467571644046",""
"3","1/14/2016","3/11/2016","0.14630467571644046",""
"last1","11/9/2015","10/17/2016","-0.36860879904875143",""
"last2","11/9/2015","10/18/2016","-0.36741973840665865",""
"last3","11/9/2015","10/20/2016","-0.3626634958382877",""
"1","11/25/2015","12/1/2015","1.05","4556 旭然"
"2","11/6/2015","12/1/2015","1.05",""
"3","11/13/2015","12/1/2015","1.0163934426229508",""
"last1","12/1/2015","10/18/2016","-0.4796747967479675",""
"last2","12/1/2015","10/17/2016","-0.47804878048780486",""
"last3","12/1/2015","10/14/2016","-0.47642276422764224",""
"1","1/7/2016","3/3/2016","0.1738505747126438","4557 永新-KY"
"2","12/14/2015","3/3/2016","0.1638176638176638",""
"3","1/7/2016","4/19/2016","0.16235632183908064",""
"last1","11/20/2015","11/2/2016","-0.2082352941176471",""
"last2","11/20/2015","7/25/2016","-0.20705882352941168",""
"last3","11/20/2015","11/3/2016","-0.20705882352941168",""
"1","11/16/2015","8/23/2016","0.3037037037037038","4558 寶緯"
"2","11/13/2015","8/23/2016","0.3037037037037038",""
"3","11/12/2015","8/23/2016","0.3037037037037038",""
"last1","12/15/2015","3/8/2016","-0.15834348355663833",""
"last2","12/15/2015","1/28/2016","-0.1473812423873326",""
"last3","12/15/2015","3/9/2016","-0.1473812423873326",""
"1","11/25/2015","12/3/2015","0.2686409307244843","4559 久裕興"
"2","11/24/2015","12/3/2015","0.2686409307244843",""
"3","11/26/2015","12/3/2015","0.24300518134715013",""
"last1","12/3/2015","11/3/2016","-0.4493538974572738",""
"last2","12/3/2015","11/4/2016","-0.44768653605669023",""
"last3","12/7/2015","11/3/2016","-0.43787234042553186",""
"1","11/19/2015","11/4/2016","null","4562 穎漢"
"2","11/18/2015","11/4/2016","null",""
"3","11/17/2015","11/4/2016","null",""
"last1","11/25/2015","5/18/2016","-0.16326530612244897",""
"last2","11/25/2015","9/7/2016","-0.16326530612244897",""
"last3","11/25/2015","9/8/2016","-0.16326530612244897",""
"1","5/27/2016","11/4/2016","null","4563 百德"
"2","5/26/2016","11/4/2016","null",""
"3","5/25/2016","11/4/2016","null",""
"last1","5/31/2016","10/28/2016","-0.2654934965570007",""
"last2","5/31/2016","10/27/2016","-0.25685867307902505",""
"last3","5/31/2016","10/26/2016","-0.2567493715160126",""
"1","10/4/2016","11/4/2016","null","4565 宏偉"
"2","10/3/2016","11/4/2016","null",""
"3","9/30/2016","11/4/2016","null",""
"last1","10/5/2016","11/3/2016","-0.19374999999999998",""
"last2","10/5/2016","11/4/2016","-0.19374999999999998",""
"last3","10/5/2016","10/17/2016","-0.1875",""
"1","1/20/2016","11/4/2016","0.9259259259259259","4609 唐鋒"
"2","2/3/2016","11/4/2016","0.8571428571428571",""
"3","1/20/2016","11/2/2016","0.8518518518518519",""
"last1","11/9/2015","1/20/2016","-0.35714285714285715",""
"last2","11/16/2015","1/20/2016","-0.35714285714285715",""
"last3","11/9/2015","2/3/2016","-0.3333333333333333",""
"1","1/14/2016","3/22/2016","0.20060790273556237","4702 中美實"
"2","2/15/2016","3/22/2016","0.19696969696969688",""
"3","1/12/2016","3/22/2016","0.19696969696969688",""
"last1","11/24/2015","10/14/2016","-0.4827586206896552",""
"last2","11/24/2015","10/18/2016","-0.4827586206896552",""
"last3","11/25/2015","10/14/2016","-0.4791666666666667",""
"1","1/7/2016","9/20/2016","0.6258503401360545","4706 大恭"
"2","12/8/2015","9/20/2016","0.6203389830508473",""
"3","12/7/2015","9/20/2016","0.6203389830508473",""
"last1","4/14/2016","5/16/2016","-0.27155172413793105",""
"last2","4/14/2016","5/19/2016","-0.2672413793103448",""
"last3","4/14/2016","5/18/2016","-0.26293103448275856",""
"1","1/14/2016","10/20/2016","0.18427835051546387","4707 磐亞"
"2","1/14/2016","8/18/2016","0.17912371134020627",""
"3","1/15/2016","10/20/2016","0.17820512820512815",""
"last1","11/25/2015","1/14/2016","-0.1814345991561182",""
"last2","11/25/2015","1/11/2016","-0.17721518987341778",""
"last3","11/25/2015","1/12/2016","-0.17721518987341778",""
"1","11/9/2015","9/26/2016","1.2434782608695654","4711 永純"
"2","2/3/2016","9/26/2016","1.2241379310344829",""
"3","2/2/2016","9/26/2016","1.2145922746781115",""
"last1","9/26/2016","11/2/2016","-0.28682170542635665",""
"last2","9/26/2016","11/4/2016","-0.2848837209302326",""
"last3","9/26/2016","11/3/2016","-0.28294573643410853",""
"1","1/14/2016","4/25/2016","0.36661911554921545","4712 南璋"
"2","1/21/2016","4/25/2016","0.35119887165021163",""
"3","11/25/2015","4/25/2016","0.3455056179775281",""
"last1","4/25/2016","9/26/2016","-0.3246346555323591",""
"last2","4/25/2016","9/23/2016","-0.32254697286012524",""
"last3","4/25/2016","9/29/2016","-0.32150313152400833",""
"1","1/11/2016","11/4/2016","0.358974358974359","4714 永捷"
"2","1/11/2016","11/3/2016","0.358974358974359",""
"3","1/7/2016","11/4/2016","0.34688691232528585",""
"last1","11/6/2015","1/11/2016","-0.14285714285714285",""
"last2","7/28/2016","8/10/2016","-0.13793103448275865",""
"last3","11/6/2015","1/7/2016","-0.13516483516483513",""
"1","1/18/2016","8/30/2016","0.5358361774744029","4716 大立"
"2","1/15/2016","8/30/2016","0.532349602724177",""
"3","1/11/2016","8/30/2016","0.532349602724177",""
"last1","8/30/2016","11/4/2016","-0.21111111111111108",""
"last2","8/30/2016","11/3/2016","-0.20740740740740746",""
"last3","8/30/2016","10/19/2016","-0.19629629629629633",""
"1","11/11/2015","3/10/2016","0.13225806451612906","4720 德淵"
"2","11/16/2015","3/10/2016","0.12861736334405144",""
"3","11/13/2015","3/10/2016","0.12861736334405144",""
"last1","3/10/2016","8/23/2016","-0.15669515669515668",""
"last2","3/10/2016","9/14/2016","-0.15099715099715103",""
"last3","3/10/2016","11/2/2016","-0.15099715099715103",""
"1","1/22/2016","6/21/2016","0.9611650485436891","4721 美琪瑪"
"2","1/14/2016","6/21/2016","0.9611650485436891",""
"3","1/21/2016","6/21/2016","0.9516908212560387",""
"last1","11/23/2015","1/14/2016","-0.28719723183390994",""
"last2","11/23/2015","1/22/2016","-0.28719723183390994",""
"last3","11/23/2015","1/21/2016","-0.28373702422145325",""
"1","12/15/2015","8/8/2016","0.3477508650519033","4722 國精化"
"2","12/14/2015","8/8/2016","0.3407917383820999",""
"3","12/15/2015","8/9/2016","0.3356401384083046",""
"last1","11/20/2015","12/15/2015","-0.15497076023391823",""
"last2","11/20/2015","12/14/2015","-0.1505847953216375",""
"last3","8/8/2016","10/11/2016","-0.1450577663671375",""
"1","1/15/2016","10/20/2016","0.41393442622950827","4725 信昌化"
"2","6/28/2016","10/20/2016","0.40816326530612246",""
"3","6/24/2016","10/20/2016","0.40816326530612246",""
"last1","11/6/2015","1/15/2016","-0.2968299711815563",""
"last2","11/6/2015","6/21/2016","-0.2939481268011528",""
"last3","11/6/2015","6/24/2016","-0.2939481268011528",""
"1","1/7/2016","3/31/2016","0.44416243654822335","4726 永昕"
"2","11/12/2015","11/23/2015","0.4012269938650307",""
"3","11/12/2015","3/31/2016","0.39631901840490796",""
"last1","11/23/2015","11/4/2016","-0.3957968476357268",""
